Player,Pos,Age,Tm_x,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Salary
Ja Morant,PG,22,MEM,56,56,33.3,10.2,20.8,.493,1.5,4.5,.340,8.7,16.3,.535,.530,5.6,7.3,.762,1.3,4.4,5.7,6.7,1.2,0.4,3.4,1.5,27.6,24.7,.575,.218,.351,4.1,14.0,9.0,33.8,1.7,1.0,12.5,33.8,4.7,2.1,6.8,.176,6.2,-0.1,6.1,3.8,"$9,603,360"
JaMychal Green,PF,31,DEN,62,7,16.1,2.4,5.0,.476,0.5,2.0,.270,1.8,3.0,.611,.529,1.2,1.4,.874,1.2,3.0,4.2,0.8,0.6,0.4,0.9,2.3,6.5,14.0,.581,.397,.283,8.4,20.4,14.5,7.3,2.0,2.3,13.5,17.6,1.0,1.4,2.4,.116,-2.0,0.2,-1.8,0.0,"$8,292,683"
JaVale McGee,C,34,PHO,68,14,15.5,3.9,6.1,.639,0.0,0.1,.250,3.9,6.0,.646,.641,1.4,2.0,.711,2.2,4.4,6.6,0.6,0.3,1.1,1.3,2.5,9.3,23.6,.662,.019,.323,15.6,29.4,22.7,5.6,0.9,6.3,15.3,23.1,2.5,2.3,4.8,.219,0.5,1.1,1.6,1.0,"$5,000,000"
Jabari Parker,PF,26,BOS,12,0,9.3,1.5,3.2,.474,0.7,1.3,.500,0.8,1.8,.455,.579,0.8,0.8,1.000,0.4,1.9,2.3,0.5,0.3,0.1,0.7,1.1,4.4,15.0,.632,.421,.237,4.9,21.6,13.5,8.0,1.8,0.8,16.0,19.7,0.1,0.2,0.3,.142,-0.3,1.0,0.7,0.1,"$1,068,288"
Jaden McDaniels,PF,21,MIN,67,31,26.1,3.7,8.1,.459,1.1,3.7,.313,2.6,4.4,.582,.531,0.8,1.0,.800,1.1,3.1,4.3,1.1,0.8,0.8,1.1,3.3,9.4,10.4,.551,.456,.130,4.5,13.1,8.8,6.1,1.4,2.9,11.3,15.4,0.8,1.7,2.5,.068,-2.8,0.0,-2.9,-0.4,"$2,063,280"
Jaden Springer,SG,19,PHI,2,0,3.0,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,1.0,0.5,0.0,1.0,26.5,1.000,.000,.000,18.8,18.3,18.5,0.0,0.0,29.9,50.0,15.0,0.0,0.0,0.0,.140,8.3,8.8,17.1,0.0,"$2,023,800"
Jae Crowder,PF,31,PHO,63,63,28.2,3.3,8.1,.404,1.9,5.4,.350,1.4,2.7,.512,.520,1.1,1.3,.788,0.5,4.8,5.3,1.8,1.4,0.4,0.9,2.6,9.5,11.4,.546,.669,.166,1.8,17.9,10.1,8.1,2.4,1.4,9.1,14.7,0.9,3.2,4.1,.110,-1.2,2.2,1.0,1.4,"$9,720,900"
Jae'Sean Tate,SF,26,HOU,72,71,26.4,4.8,9.4,.505,0.8,2.6,.309,3.9,6.8,.581,.548,1.7,2.4,.707,1.7,3.8,5.5,2.9,0.9,0.6,1.8,3.7,12.0,14.8,.574,.278,.257,7.1,15.7,11.4,17.4,1.7,1.9,14.9,19.8,2.0,1.1,3.1,.077,-1.0,-0.3,-1.4,0.3,"$1,517,981"
Jahmi'us Ramsey,SG,20,SAC,19,0,7.1,1.3,3.1,.414,0.3,0.9,.278,1.0,2.1,.475,.457,0.4,0.7,.500,0.2,0.5,0.7,0.4,0.1,0.1,0.3,0.5,3.2,8.0,.468,.310,.241,3.2,7.4,5.3,7.9,0.4,0.6,7.2,22.1,-0.1,0.0,-0.1,-0.046,-3.4,-3.5,-6.9,-0.2,"$1,517,981"
Jake Layman,SF,27,MIN,32,1,6.5,0.8,2.0,.385,0.2,1.0,.194,0.6,1.1,.559,.431,0.3,0.4,.750,0.2,0.8,1.0,0.3,0.2,0.2,0.3,0.4,2.0,7.6,.462,.477,.185,3.0,13.6,8.2,5.8,1.4,2.3,11.4,15.9,-0.2,0.2,0.0,.005,-4.2,-0.5,-4.7,-0.1,"$3,940,184"
Jakob Poeltl,C,26,SAS,63,62,29.0,6.1,9.8,.618,0.0,0.0,1.000,6.0,9.8,.618,.619,1.4,2.8,.492,4.0,5.3,9.3,2.8,0.7,1.8,1.6,3.2,13.5,21.0,.612,.002,.286,14.2,19.4,16.7,13.9,1.1,5.1,12.8,18.3,4.2,2.3,6.4,.168,1.0,0.6,1.6,1.6,"$8,750,000"
Jalen Brunson,PG,25,DAL,72,54,32.0,6.4,12.8,.502,1.2,3.1,.373,5.3,9.7,.543,.547,2.2,2.6,.840,0.5,3.3,3.8,4.9,0.9,0.0,1.7,2.0,16.2,17.1,.581,.244,.204,1.9,11.5,6.6,25.3,1.4,0.1,10.7,22.0,4.3,2.5,6.8,.141,0.9,0.1,1.0,1.7,"$1,802,057"
Jalen Green,SG,19,HOU,61,61,31.3,5.7,13.6,.417,2.2,6.5,.334,3.5,7.0,.493,.497,2.6,3.2,.803,0.5,2.8,3.3,2.6,0.7,0.3,2.0,1.5,16.1,11.7,.537,.481,.239,1.7,9.9,5.8,13.3,1.0,0.8,12.0,23.2,-0.1,0.2,0.1,.004,-1.0,-2.3,-3.3,-0.7,"$8,992,200"
Jalen Johnson,PF,20,ATL,19,0,5.8,1.2,2.1,.564,0.2,0.6,.250,1.0,1.4,.704,.603,0.3,0.4,.714,0.1,1.2,1.3,0.2,0.2,0.1,0.5,0.5,2.7,12.9,.618,.308,.179,2.0,22.6,12.4,4.1,1.3,1.6,17.6,20.1,0.0,0.1,0.1,.028,-3.2,-0.9,-4.1,-0.1,"$2,659,560"
Jalen McDaniels,SF,24,CHO,49,2,16.5,2.1,4.6,.464,0.7,2.0,.344,1.4,2.6,.555,.538,0.9,1.3,.703,0.7,2.4,3.1,1.0,0.4,0.4,0.7,1.7,5.8,11.2,.567,.429,.286,4.3,15.9,10.0,8.0,1.2,2.1,11.9,15.0,0.6,0.6,1.2,.071,-2.9,-0.6,-3.5,-0.3,"$1,782,621"
Jalen Smith,PF,21,TOT,47,8,17.7,3.3,6.4,.510,0.7,2.2,.337,2.5,4.2,.601,.568,1.5,2.0,.755,1.9,4.0,6.0,0.5,0.3,0.8,0.8,1.8,8.8,18.5,.603,.344,.311,12.1,24.7,18.4,4.0,0.7,3.9,10.2,19.8,1.6,1.1,2.6,.153,1.0,-1.2,-0.1,0.4,"$4,458,000"
Jalen Suggs,PG,20,ORL,46,43,27.7,4.2,11.7,.361,0.9,4.1,.216,3.3,7.5,.441,.399,2.7,3.5,.773,0.6,3.1,3.7,4.4,1.2,0.4,3.0,3.0,12.1,8.7,.456,.354,.304,2.2,11.8,7.0,25.1,2.1,1.3,18.7,25.5,-2.8,1.3,-1.5,-0.057,-5.2,-0.3,-5.5,-1.1,"$6,593,040"
James Bouknight,SG,21,CHO,28,0,10.6,1.7,4.9,.353,0.6,1.8,.347,1.1,3.1,.356,.415,1.0,1.1,.871,0.8,1.0,1.7,0.8,0.3,0.0,0.5,1.0,5.0,10.6,.468,.360,.228,7.3,9.8,8.5,10.9,1.1,0.3,8.0,23.3,0.0,0.1,0.1,.014,-3.0,-3.6,-6.7,-0.4,"$4,154,400"
James Harden,PG-SG,32,TOT,58,58,37.1,6.4,15.5,.414,2.3,6.8,.336,4.1,8.7,.475,.488,7.3,8.4,.875,0.8,7.0,7.9,10.1,1.3,0.6,4.4,2.4,22.5,21.3,.585,.440,.542,2.5,20.4,11.6,39.8,1.7,1.4,18.8,27.7,4.4,2.4,6.9,.153,4.0,0.6,4.5,3.6,"$43,848,000"
James Johnson,PF,34,BRK,59,10,19.2,2.4,5.1,.473,0.4,1.4,.277,2.0,3.7,.548,.512,0.5,0.9,.528,0.8,2.6,3.5,2.1,0.5,0.5,0.8,2.6,5.7,10.6,.518,.277,.177,4.8,14.7,9.8,14.6,1.2,2.4,12.5,14.0,0.7,1.0,1.6,.068,-2.6,0.4,-2.2,-0.1,"$2,641,691"
Jared Butler,SG,21,UTA,38,1,7.9,1.4,3.4,.423,0.7,1.9,.351,0.8,1.5,.518,.523,0.2,0.3,.583,0.1,0.8,0.9,1.3,0.3,0.2,0.8,1.1,3.8,12.1,.529,.569,.092,1.9,10.9,6.5,25.1,2.1,2.0,18.6,24.0,-0.1,0.4,0.3,.048,-2.1,0.4,-1.7,0.0,"$925,258"
Jaren Jackson Jr.,PF,22,MEM,74,74,27.3,5.6,13.3,.418,1.6,5.1,.322,3.9,8.2,.478,.480,3.6,4.4,.819,1.6,4.3,5.8,1.1,0.9,2.3,1.7,3.5,16.4,17.3,.537,.384,.331,5.9,16.6,11.1,5.5,1.7,7.4,9.9,25.5,1.8,3.5,5.3,.126,-0.8,0.7,-0.1,1.0,"$9,180,560"
Jarred Vanderbilt,PF,22,MIN,68,61,25.6,2.9,5.0,.590,0.0,0.2,.154,2.9,4.8,.607,.593,1.2,1.8,.656,3.0,5.7,8.7,1.3,1.4,0.6,1.0,2.5,7.1,15.8,.614,.038,.360,12.2,24.2,18.1,6.8,2.5,2.4,14.2,11.0,3.1,2.8,5.9,.163,-0.6,1.1,0.6,1.1,"$4,259,259"
Jarrett Allen,C,23,CLE,56,56,32.3,6.6,9.7,.677,0.0,0.2,.100,6.6,9.6,.688,.678,2.9,4.2,.708,3.4,7.3,10.8,1.6,0.8,1.3,1.7,1.7,16.1,23.1,.698,.018,.428,12.0,24.4,18.4,8.2,1.2,3.7,12.7,18.1,5.5,3.2,8.7,.230,2.7,1.2,3.9,2.7,"$20,000,000"
Jarrett Culver,SG,22,MEM,35,0,8.4,1.3,3.3,.393,0.3,1.1,.250,1.0,2.2,.468,.436,0.4,0.8,.483,0.4,0.9,1.3,0.9,0.5,0.1,0.5,1.1,3.3,10.3,.447,.342,.248,4.5,11.1,7.8,14.1,3.1,1.5,11.6,20.4,-0.2,0.4,0.2,.038,-4.9,0.9,-4.0,-0.1,"$6,395,160"
Javonte Green,SF,28,CHI,58,44,23.8,2.7,5.0,.540,0.6,1.6,.359,2.1,3.4,.624,.597,1.3,1.6,.826,1.5,2.8,4.3,1.0,1.0,0.5,0.5,2.1,7.3,13.8,.639,.318,.318,6.9,13.1,10.1,5.4,2.0,1.9,8.1,11.4,2.7,1.4,4.0,.140,-0.7,0.6,-0.1,0.7,"$1,669,178"
Jaxson Hayes,C,21,NOP,63,21,19.6,3.4,5.3,.635,0.2,0.7,.357,3.1,4.6,.675,.657,2.0,2.6,.770,1.6,2.9,4.4,0.6,0.4,0.8,0.8,2.3,9.0,18.3,.696,.126,.494,8.7,16.3,12.4,4.7,1.0,4.0,11.1,15.9,3.3,1.2,4.5,.176,0.3,-0.2,0.1,0.7,"$5,348,280"
Jaylen Brown,SF,25,BOS,60,60,33.7,8.6,18.4,.469,2.5,7.1,.350,6.1,11.3,.544,.536,3.7,4.8,.758,0.8,5.3,6.1,3.2,1.0,0.3,2.7,2.4,23.4,18.4,.570,.386,.262,2.7,16.4,9.7,16.7,1.5,0.7,11.6,30.4,1.8,3.1,4.9,.116,1.7,-0.1,1.6,1.8,"$24,830,357"
Jaylen Nowell,SG,22,MIN,57,1,15.6,3.2,6.6,.480,0.9,2.5,.386,2.2,4.1,.536,.552,1.1,1.4,.785,0.4,1.6,2.0,2.1,0.4,0.1,0.5,1.2,8.4,17.0,.581,.373,.211,2.5,11.5,6.9,20.7,1.3,0.8,6.8,20.7,2.1,0.7,2.7,.147,1.5,-0.6,0.9,0.6,"$1,782,621"
Jayson Tatum,SF,23,BOS,71,71,36.2,9.4,20.8,.450,3.1,8.7,.356,6.3,12.1,.519,.525,5.3,6.2,.860,1.1,6.9,8.1,4.3,0.9,0.6,2.9,2.3,27.1,21.8,.577,.418,.296,3.4,20.2,12.0,20.7,1.3,1.6,10.9,32.1,4.8,4.3,9.0,.169,4.4,0.5,4.9,4.5,"$28,103,550"
Jeff Dowtin,PG,24,TOT,8,0,12.3,1.0,3.0,.333,0.1,1.0,.125,0.9,2.0,.438,.354,0.0,0.0,,1.0,1.3,2.3,1.3,0.4,0.1,0.5,0.5,2.1,7.1,.354,.333,.000,8.7,10.8,9.8,14.1,1.5,1.0,14.3,12.4,-0.1,0.1,0.0,-0.002,-4.9,-0.6,-5.6,-0.1,"$53,176"
Jeff Dowtin,PG,24,TOT,8,0,12.3,1.0,3.0,.333,0.1,1.0,.125,0.9,2.0,.438,.354,0.0,0.0,,1.0,1.3,2.3,1.3,0.4,0.1,0.5,0.5,2.1,7.1,.354,.333,.000,8.7,10.8,9.8,14.1,1.5,1.0,14.3,12.4,-0.1,0.1,0.0,-0.002,-4.9,-0.6,-5.6,-0.1,"$53,176"
Jeff Green,C,35,DEN,71,59,24.8,3.7,7.2,.521,0.7,2.3,.319,3.0,4.9,.616,.572,2.2,2.6,.832,0.6,2.5,3.1,1.3,0.4,0.4,0.9,2.0,10.4,12.5,.623,.320,.363,2.6,11.1,7.0,7.2,0.7,1.4,10.2,16.4,2.5,1.2,3.7,.102,-1.2,-1.3,-2.5,-0.2,"$4,500,000"
Jerami Grant,PF,27,DET,47,47,31.9,6.3,14.9,.426,1.9,5.4,.358,4.4,9.5,.465,.491,4.6,5.5,.838,0.6,3.5,4.1,2.4,0.9,1.0,1.8,2.3,19.2,16.2,.556,.363,.371,1.9,12.3,6.9,12.6,1.4,2.9,9.5,25.7,1.3,1.2,2.5,.079,1.4,-0.3,1.1,1.2,"$20,000,000"
Jeremiah Robinson-Earl,C,21,OKC,45,36,22.9,2.6,6.6,.401,1.1,3.4,.329,1.5,3.2,.476,.485,0.7,1.0,.727,1.6,4.2,5.8,1.0,0.6,0.3,0.8,1.6,7.1,11.0,.506,.512,.148,7.2,19.1,13.0,6.5,1.3,1.4,10.0,14.7,0.2,1.0,1.3,.059,-2.3,-0.2,-2.6,-0.1,"$2,000,000"
Jeremy Lamb,SF-SG,29,TOT,50,0,16.4,2.3,6.2,.377,1.0,3.1,.333,1.3,3.1,.419,.459,1.6,1.9,.833,0.4,2.3,2.7,1.4,0.5,0.4,0.6,1.0,7.3,13.5,.518,.497,.312,2.9,15.5,9.1,12.1,1.6,2.2,8.1,19.9,0.6,0.6,1.2,.068,-0.2,-0.3,-0.6,0.3,"$10,500,000"
Jevon Carter,PG,26,TOT,60,1,13.6,1.5,3.8,.384,1.0,2.7,.385,0.4,1.1,.382,.520,0.3,0.3,.833,0.2,1.4,1.6,1.3,0.3,0.2,0.5,1.0,4.2,9.3,.534,.703,.079,1.8,11.1,6.5,12.8,1.1,1.5,11.9,14.2,0.4,0.5,0.9,.055,-1.8,-0.5,-2.3,-0.1,"$4,107,149"
Jevon Carter,PG,26,TOT,60,1,13.6,1.5,3.8,.384,1.0,2.7,.385,0.4,1.1,.382,.520,0.3,0.3,.833,0.2,1.4,1.6,1.3,0.3,0.2,0.5,1.0,4.2,9.3,.534,.703,.079,1.8,11.1,6.5,12.8,1.1,1.5,11.9,14.2,0.4,0.5,0.9,.055,-1.8,-0.5,-2.3,-0.1,"$4,107,149"
Jimmy Butler,SF,32,MIA,53,53,33.7,6.9,14.6,.475,0.4,2.0,.221,6.5,12.7,.514,.490,6.9,7.9,.874,1.8,4.1,6.0,5.6,1.7,0.5,2.1,1.5,21.2,23.9,.587,.134,.542,6.3,13.7,10.0,27.2,2.5,1.6,10.3,26.6,5.9,2.8,8.6,.232,4.7,1.9,6.7,3.9,"$36,016,200"
Jock Landale,C,26,SAS,49,1,10.9,1.9,3.8,.505,0.5,1.7,.321,1.4,2.2,.645,.574,0.6,0.7,.853,1.2,1.3,2.4,0.9,0.2,0.3,0.6,1.0,5.0,16.6,.604,.431,.181,11.0,12.6,11.8,11.2,0.9,2.0,12.5,18.3,1.0,0.4,1.4,.124,0.9,-1.1,-0.2,0.2,"$925,258"
Joe Harris,SF,30,BRK,14,14,30.2,4.0,8.9,.452,2.9,6.3,.466,1.1,2.6,.417,.617,0.4,0.4,.833,0.4,3.6,4.0,1.0,0.5,0.1,1.1,2.2,11.3,9.7,.624,.710,.048,1.3,12.9,7.2,4.5,0.8,0.4,11.2,14.5,0.3,0.2,0.5,.059,-0.8,-0.6,-1.5,0.1,"$17,357,143"
Joe Ingles,SF,34,UTA,45,15,24.9,2.6,6.3,.404,1.7,5.0,.347,0.8,1.3,.617,.540,0.4,0.5,.773,0.3,2.6,2.9,3.5,0.5,0.1,1.0,1.8,7.2,10.1,.551,.789,.077,1.2,11.2,6.4,19.0,1.0,0.4,13.5,13.3,1.3,0.8,2.1,.092,-0.7,0.4,-0.3,0.5,"$14,000,000"
Joe Wieskamp,SG,22,SAS,24,0,6.7,0.8,2.1,.380,0.5,1.6,.342,0.3,0.5,.500,.510,0.2,0.4,.556,0.2,0.2,0.4,0.3,0.1,0.1,0.1,0.5,2.3,8.6,.519,.760,.180,2.6,3.3,2.9,5.6,0.9,1.6,3.6,14.7,0.1,0.1,0.1,.045,-2.1,-1.4,-3.6,-0.1,"$202,068"
Joel Embiid,C,27,PHI,61,61,33.4,9.5,19.4,.489,1.3,3.7,.358,8.1,15.7,.519,.523,9.6,11.8,.818,2.2,9.2,11.4,4.2,1.2,1.5,3.0,2.7,29.9,31.1,.608,.191,.607,7.3,30.2,18.9,24.0,1.7,3.9,10.9,37.1,7.1,3.7,10.8,.254,7.4,2.1,9.5,5.9,"$31,579,390"
John Collins,PF,24,ATL,54,53,30.8,6.3,11.9,.526,1.2,3.3,.364,5.1,8.7,.588,.576,2.5,3.1,.793,1.7,6.1,7.8,1.8,0.6,1.0,1.1,3.0,16.2,18.8,.610,.273,.262,6.2,21.6,13.9,9.0,1.0,3.0,7.7,20.5,3.7,1.3,5.0,.145,1.6,-0.1,1.4,1.4,"$23,000,000"
John Konchar,SG,25,MEM,66,6,17.9,1.8,3.5,.509,0.7,1.8,.405,1.1,1.8,.610,.609,0.4,0.7,.568,1.1,3.5,4.5,1.4,0.6,0.3,0.4,1.2,4.7,13.6,.612,.496,.188,6.2,20.6,13.3,9.7,1.7,1.6,9.3,9.7,2.1,1.6,3.7,.151,0.0,1.4,1.4,1.0,"$2,197,674"
Jonas Valančiūnas,C,29,NOP,69,69,30.7,7.0,13.0,.540,0.8,2.2,.364,6.2,10.8,.576,.571,3.2,4.0,.821,3.1,8.5,11.6,2.6,0.5,0.9,2.4,3.3,18.1,21.4,.613,.172,.304,11.0,31.1,20.9,13.9,0.9,2.7,14.2,24.1,4.4,2.6,7.0,.158,2.2,-0.1,2.1,2.2,"$14,000,000"
Jonathan Kuminga,SF,19,GSW,64,12,17.0,3.4,6.7,.504,0.7,2.2,.307,2.7,4.5,.599,.554,1.9,2.8,.682,0.8,2.6,3.4,0.9,0.4,0.3,1.1,2.1,9.3,14.7,.588,.328,.412,5.2,16.3,10.9,8.0,1.2,1.8,12.0,23.0,1.0,1.5,2.5,.110,-1.7,-0.6,-2.3,-0.1,"$5,466,360"
Jordan Clarkson,SG,29,UTA,72,1,26.9,5.9,14.2,.418,2.4,7.6,.320,3.5,6.6,.529,.503,1.8,2.2,.839,0.8,2.6,3.4,2.3,0.8,0.2,1.6,2.0,16.1,14.9,.531,.532,.152,3.6,10.1,7.0,13.8,1.5,0.7,9.8,27.2,1.3,1.7,3.0,.074,0.4,-1.3,-0.9,0.5,"$12,420,000"
Jordan McLaughlin,PG,25,MIN,56,3,14.0,1.3,3.2,.417,0.3,1.3,.254,1.0,1.9,.523,.467,0.5,0.7,.730,0.3,1.2,1.5,2.9,0.9,0.1,0.6,0.8,3.5,13.1,.497,.394,.206,2.3,9.3,5.7,26.9,3.2,0.9,14.0,12.2,0.9,0.9,1.9,.114,-1.6,1.8,0.2,0.4,"$1,669,178"
Jordan Nwora,SF,23,MIL,58,11,18.8,2.9,7.2,.403,1.3,3.7,.344,1.7,3.6,.464,.490,0.4,0.4,.808,0.6,2.9,3.5,0.9,0.4,0.3,0.9,1.3,7.4,9.7,.502,.506,.062,3.4,16.0,9.9,7.1,1.1,1.3,10.6,18.9,-0.4,1.0,0.6,.026,-2.7,-1.1,-3.9,-0.5,"$1,517,981"
Jordan Poole,SG,22,GSW,70,45,29.7,6.1,13.6,.451,2.7,7.3,.363,3.5,6.2,.555,.549,3.0,3.3,.918,0.4,2.8,3.2,3.8,0.8,0.3,2.4,2.6,17.9,15.9,.597,.541,.244,1.6,10.1,5.9,19.9,1.4,0.9,13.6,25.5,2.8,2.5,5.2,.121,1.1,-0.4,0.7,1.4,"$2,161,440"
Jose Alvarado,PG,23,NOP,47,1,15.3,2.4,5.5,.436,0.7,2.1,.313,1.7,3.4,.513,.496,0.7,0.9,.727,0.5,1.4,1.8,2.7,1.3,0.1,0.7,1.5,6.1,16.2,.519,.385,.171,3.3,9.9,6.6,26.3,4.0,0.9,10.7,18.5,0.9,1.0,1.9,.123,-0.4,2.4,2.0,0.7,"$1,500,000"
Josh Christopher,SG,20,HOU,68,2,17.4,2.9,6.5,.446,0.7,2.4,.303,2.1,4.0,.533,.503,1.1,1.4,.787,0.7,1.7,2.4,2.0,0.8,0.2,1.5,1.2,7.6,12.2,.537,.376,.214,4.2,11.0,7.6,17.5,2.2,0.8,17.1,20.9,-0.2,0.5,0.3,.014,-1.9,-1.4,-3.4,-0.4,"$2,259,240"
Josh Giddey,SG,19,OKC,54,54,31.5,5.2,12.4,.419,1.0,3.9,.263,4.2,8.5,.492,.461,1.0,1.5,.709,1.8,6.0,7.8,6.4,0.9,0.4,3.2,1.6,12.5,13.4,.478,.318,.118,5.8,19.7,12.7,32.4,1.5,1.1,19.5,22.3,-1.3,1.8,0.5,.014,-1.2,0.3,-0.9,0.5,"$5,988,000"
Josh Green,SG,21,DAL,60,3,15.4,1.9,3.8,.498,0.4,1.1,.344,1.5,2.7,.558,.546,0.5,0.7,.698,0.8,1.5,2.4,1.2,0.7,0.2,0.6,1.7,4.6,11.9,.565,.282,.189,5.8,11.1,8.4,11.5,2.2,1.4,13.4,13.8,0.8,1.3,2.1,.111,-2.5,1.5,-1.0,0.2,"$2,957,520"
Josh Hart,SG-SF,26,TOT,54,53,33.2,5.3,10.5,.504,1.4,3.9,.343,4.0,6.6,.601,.569,3.0,3.9,.758,1.1,6.0,7.2,4.1,1.1,0.2,2.1,2.8,14.9,16.2,.610,.374,.371,3.7,20.4,11.9,18.9,1.7,0.7,14.7,18.7,2.9,1.6,4.5,.120,0.6,0.4,1.0,1.4,"$12,000,000"
Josh Jackson,SF,24,TOT,45,3,16.1,2.3,5.8,.400,0.7,2.6,.254,1.6,3.2,.521,.458,0.9,1.3,.724,0.4,2.4,2.8,1.1,0.5,0.4,0.9,1.7,6.2,9.4,.490,.454,.223,2.4,16.9,9.3,10.7,1.5,2.4,12.6,19.3,-0.6,0.6,0.1,.003,-3.9,-0.3,-4.2,-0.4,"$5,005,350"
Josh Okogie,SG,23,MIN,45,6,10.4,0.8,2.0,.370,0.3,1.0,.311,0.4,1.0,.426,.446,0.6,0.9,.659,0.6,0.9,1.5,0.5,0.5,0.2,0.5,1.0,2.4,7.7,.495,.489,.446,5.8,9.5,7.6,5.7,2.1,2.1,16.0,11.7,0.0,0.5,0.4,.044,-4.0,0.8,-3.2,-0.1,"$4,087,904"
Josh Richardson,SG,28,TOT,58,6,24.5,3.5,8.1,.434,1.5,3.7,.410,2.0,4.4,.453,.527,1.5,1.7,.885,0.7,2.2,2.9,1.7,0.8,0.5,1.0,1.8,10.0,12.5,.566,.451,.204,3.0,9.4,6.3,9.8,1.5,1.8,9.9,17.4,1.4,1.7,3.1,.106,-0.7,0.6,-0.1,0.7,"$11,615,328"
Joshua Primo,SG,19,SAS,43,9,18.3,1.9,5.1,.376,0.8,2.7,.298,1.1,2.5,.458,.452,0.8,1.0,.750,0.7,1.6,2.3,1.4,0.4,0.5,1.0,1.5,5.4,7.3,.485,.516,.199,3.9,9.1,6.5,9.7,1.0,2.1,15.8,15.2,-0.5,0.5,0.0,.002,-3.8,-1.1,-5.0,-0.6,"$3,946,800"
Jrue Holiday,PG,31,MIL,60,57,33.1,7.3,14.4,.506,2.0,4.7,.415,5.3,9.7,.550,.574,2.1,2.7,.761,1.0,3.4,4.4,6.7,1.6,0.4,2.8,2.0,18.6,20.0,.596,.328,.188,3.4,10.6,7.1,31.7,2.3,1.3,15.2,23.8,4.2,2.2,6.4,.153,2.9,0.2,3.1,2.6,"$30,133,333"
Juan Toscano-Anderson,SF,28,GSW,70,6,13.5,1.6,3.2,.485,0.4,1.2,.310,1.2,2.0,.587,.542,0.6,1.0,.571,0.4,2.0,2.4,1.7,0.7,0.2,0.9,1.5,4.1,11.2,.555,.370,.308,3.3,15.9,9.8,17.8,2.4,1.6,19.9,14.8,0.3,1.6,1.9,.096,-3.1,2.3,-0.8,0.3,"$1,701,593"
Juancho Hernangómez,PF,26,TOT,34,6,9.4,0.7,2.1,.324,0.4,1.5,.275,0.3,0.6,.450,.423,0.4,0.7,.560,0.6,1.6,2.2,0.4,0.3,0.3,0.4,0.5,2.2,8.5,.451,.718,.352,6.9,17.8,12.5,5.6,1.7,2.5,15.5,13.2,-0.2,0.5,0.3,.039,-3.0,0.0,-2.9,-0.1,"$6,175,440"
Julius Randle,PF,27,NYK,71,71,35.3,7.1,17.3,.411,1.6,5.4,.305,5.5,12.0,.458,.458,4.2,5.6,.758,1.8,8.3,10.0,5.1,0.7,0.5,3.4,2.8,20.1,15.9,.508,.309,.322,5.2,25.6,15.2,25.0,1.1,1.5,14.7,28.7,-0.1,3.2,3.1,.060,0.4,0.1,0.5,1.6,"$19,800,000"
Justin Anderson,SF,28,TOT,12,5,20.7,2.3,5.8,.400,1.1,3.8,.289,1.3,2.1,.600,.493,1.2,1.5,.778,0.3,3.1,3.4,2.3,0.4,0.3,0.7,1.4,6.9,11.2,.533,.643,.257,1.8,16.6,9.2,14.9,1.0,1.1,9.3,14.9,0.2,0.1,0.4,.076,-1.3,-1.4,-2.6,0.0,"$111,457"
Justin Anderson,SF,28,TOT,12,5,20.7,2.3,5.8,.400,1.1,3.8,.289,1.3,2.1,.600,.493,1.2,1.5,.778,0.3,3.1,3.4,2.3,0.4,0.3,0.7,1.4,6.9,11.2,.533,.643,.257,1.8,16.6,9.2,14.9,1.0,1.1,9.3,14.9,0.2,0.1,0.4,.076,-1.3,-1.4,-2.6,0.0,"$111,457"
Justin Holiday,SF-SG,32,TOT,68,59,28.5,3.6,9.2,.393,2.4,6.8,.359,1.2,2.5,.485,.525,0.7,0.9,.806,0.4,2.2,2.6,1.8,0.8,0.5,1.0,2.1,10.4,9.5,.541,.731,.099,1.6,8.8,5.1,8.5,1.3,1.5,9.4,16.0,0.7,0.6,1.4,.033,-1.4,-0.9,-2.3,-0.1,"$6,006,420"
Justise Winslow,SF,25,TOT,48,11,16.1,2.3,5.4,.428,0.3,1.4,.227,2.0,4.0,.497,.457,0.8,1.4,.591,1.0,3.2,4.2,1.8,0.7,0.5,1.0,1.4,5.7,13.2,.479,.257,.257,6.9,20.9,14.0,16.1,2.2,2.9,14.6,18.9,-0.3,1.1,0.8,.049,-2.7,0.9,-1.8,0.0,"$3,902,439"
Jusuf Nurkić,C,27,POR,56,56,28.2,5.7,10.7,.535,0.3,1.0,.268,5.5,9.7,.563,.548,3.3,4.8,.690,3.0,8.1,11.1,2.8,1.1,0.6,2.6,3.4,15.0,20.2,.586,.093,.447,11.2,32.5,21.5,16.5,1.9,2.1,16.6,23.5,2.1,1.7,3.8,.115,0.2,0.2,0.4,0.9,"$12,000,000"
